sentence,label,sentiment,text_length,word_count,sensitivity_level,sensitivity_label
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year",2,Positive,146,28,0,Public
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",0,Negative,188,34,3,Restricted
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq,1,Neutral,168,29,2,Confidential
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions",1,Neutral,166,25,0,Public
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP",1,Neutral,135,24,0,Public
"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m",2,Positive,191,38,1,Internal
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009",1,Neutral,221,41,0,Public
The value of the contract is EUR 25mn,1,Neutral,37,8,0,Public
"Currently Glaston employs approximately 1,500 persons",1,Neutral,53,6,0,Public
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory,2,Positive,86,16,0,Public
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market",1,Neutral,118,19,0,Public
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",1,Neutral,110,16,3,Restricted
The company did not disclose the price of the acquisition,1,Neutral,57,10,3,Restricted
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
He will report to CapMan Plc 's CEO Heikki Westerlund,1,Neutral,53,10,0,Public
This wood lacquered clock comes with a stripy hand-crocheted cover,1,Neutral,66,10,0,Public
Marathon estimates the value of its remaining stake in Protalix at $ 27 million,1,Neutral,79,14,1,Internal
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions",0,Negative,119,22,2,Confidential
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier,0,Negative,80,14,2,Confidential
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations,1,Neutral,144,20,2,Confidential
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing,0,Negative,136,21,1,Internal
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",0,Negative,128,21,3,Restricted
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees",1,Neutral,155,27,1,Internal
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level",1,Neutral,68,14,0,Public
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur",0,Negative,83,16,2,Confidential
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk",1,Neutral,127,25,2,Confidential
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland",1,Neutral,148,25,0,Public
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
The company will release its 2010 results on 11 February 2011,1,Neutral,61,11,1,Internal
"Thus the method will cut working costs , and will fasten the planning and building processes",2,Positive,92,16,1,Internal
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008,2,Positive,115,22,1,Internal
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009",0,Negative,132,27,2,Confidential
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas,1,Neutral,92,16,1,Internal
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers,0,Negative,102,17,2,Confidential
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008,0,Negative,110,23,2,Confidential
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
Earnings per share EPS amounted to EUR0 .01,1,Neutral,43,8,0,Public
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007,0,Negative,80,17,2,Confidential
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life",1,Neutral,206,35,1,Internal
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007,0,Negative,80,17,2,Confidential
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share",0,Negative,148,26,2,Confidential
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",2,Positive,209,42,3,Restricted
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish",1,Neutral,131,22,2,Confidential
Decisions are to be made as quickly as possible,1,Neutral,47,9,0,Public
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term",1,Neutral,182,30,1,Internal
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3",2,Positive,199,42,2,Confidential
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",1,Neutral,273,45,3,Restricted
In 2007 Etteplan reported a turnover of EUR125 .2,1,Neutral,49,9,0,Public
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4,2,Positive,116,27,1,Internal
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",1,Neutral,206,34,3,Restricted
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008,0,Negative,174,28,2,Confidential
"Originally posted to the PCMag.com security blog , Security Watch",1,Neutral,65,10,1,Internal
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln",2,Positive,175,38,1,Internal
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business,1,Neutral,92,12,0,Public
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares,1,Neutral,163,28,3,Restricted
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07,0,Negative,125,24,2,Confidential
There have not been previous share subscriptions with 2004 stock options,1,Neutral,72,11,1,Internal
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006,0,Negative,179,39,2,Confidential
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results",1,Neutral,180,33,0,Public
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume",0,Negative,292,55,2,Confidential
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley",1,Neutral,87,19,0,Public
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,1,Neutral,99,15,3,Restricted
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors,1,Neutral,293,50,2,Confidential
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing,0,Negative,133,22,2,Confidential
