text,true_label,true_label_name,gpt_pred,gpt_conf,gpt_reasoning,gpt_pred_name,correct
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Market data and analytics are derived from primary and secondary research,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The acquisition price was not disclosed,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The acquisition will have an immediate positive impact on Aspocomp 's financial result,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Currently Glaston employs approximately 1,500 persons",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki,0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Competition authorities will have to approve the deal before it can be finalized,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Financial details were n't disclosed,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The markets expect Heineken to sell Hartwall as a whole or in parts,0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
`` These developments partly reflect the government 's higher activity in the field of dividend policy .,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The estimated annual value of the frame agreement is about EUR 50mn,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
